000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "./datalink-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.309 New epoch: Tue May 24 21:06:45 2022
000.309 =================================================================
000.309 
000.309 Designed by 2020212900 Ling Zichao, based on Pro.Jiang's. build: May 24 2022  21:06:28
004.533 .... 1 packets received, 518 bps, 6.48%, Err 1 (3.0e-05)
284.846 .... 1052 packets received, 7579 bps, 94.74%, Err 23 (1.0e-05)
286.960 .... 1060 packets received, 7580 bps, 94.76%, Err 23 (1.0e-05)
289.082 .... 1068 packets received, 7581 bps, 94.77%, Err 23 (1.0e-05)
291.173 .... 1076 packets received, 7583 bps, 94.79%, Err 23 (9.9e-06)
293.339 .... 1084 packets received, 7583 bps, 94.79%, Err 23 (9.8e-06)
295.506 .... 1092 packets received, 7583 bps, 94.79%, Err 23 (9.7e-06)
297.670 .... 1100 packets received, 7583 bps, 94.79%, Err 24 (1.0e-05)
301.702 .... 1101 packets received, 7488 bps, 93.60%, Err 25 (1.0e-05)
305.685 .... 1115 packets received, 7484 bps, 93.55%, Err 25 (1.0e-05)
307.797 .... 1136 packets received, 7573 bps, 94.66%, Err 25 (1.0e-05)
309.927 .... 1144 packets received, 7574 bps, 94.67%, Err 25 (1.0e-05)
312.040 .... 1152 packets received, 7575 bps, 94.69%, Err 25 (1.0e-05)
317.922 .... 1160 packets received, 7486 bps, 93.58%, Err 26 (1.0e-05)
320.046 .... 1181 packets received, 7571 bps, 94.64%, Err 26 (1.0e-05)
322.135 .... 1189 packets received, 7573 bps, 94.66%, Err 28 (1.1e-05)
326.104 .... 1190 packets received, 7487 bps, 93.58%, Err 28 (1.1e-05)
331.414 .... 1209 packets received, 7484 bps, 93.55%, Err 29 (1.1e-05)
333.601 .... 1230 packets received, 7564 bps, 94.55%, Err 29 (1.1e-05)
335.716 .... 1238 packets received, 7565 bps, 94.57%, Err 29 (1.1e-05)
337.818 .... 1246 packets received, 7567 bps, 94.58%, Err 29 (1.1e-05)
339.979 .... 1254 packets received, 7567 bps, 94.59%, Err 29 (1.1e-05)
342.132 .... 1262 packets received, 7567 bps, 94.59%, Err 29 (1.1e-05)
344.238 .... 1270 packets received, 7568 bps, 94.61%, Err 29 (1.1e-05)
346.355 .... 1278 packets received, 7570 bps, 94.62%, Err 29 (1.0e-05)
348.461 .... 1286 packets received, 7571 bps, 94.63%, Err 29 (1.0e-05)
350.609 .... 1294 packets received, 7571 bps, 94.64%, Err 29 (1.0e-05)
352.680 .... 1302 packets received, 7573 bps, 94.66%, Err 29 (1.0e-05)
354.819 .... 1310 packets received, 7574 bps, 94.67%, Err 29 (1.0e-05)
356.934 .... 1318 packets received, 7575 bps, 94.68%, Err 29 (1.0e-05)
359.038 .... 1326 packets received, 7576 bps, 94.70%, Err 29 (1.0e-05)
361.158 .... 1334 packets received, 7577 bps, 94.71%, Err 29 (1.0e-05)
363.268 .... 1342 packets received, 7578 bps, 94.72%, Err 29 (1.0e-05)
365.362 .... 1350 packets received, 7579 bps, 94.74%, Err 29 (9.9e-06)
367.464 .... 1358 packets received, 7581 bps, 94.76%, Err 29 (9.9e-06)
369.583 .... 1366 packets received, 7581 bps, 94.77%, Err 29 (9.8e-06)
371.713 .... 1374 packets received, 7582 bps, 94.78%, Err 29 (9.8e-06)
373.816 .... 1382 packets received, 7583 bps, 94.79%, Err 29 (9.7e-06)
375.974 .... 1390 packets received, 7583 bps, 94.79%, Err 29 (9.7e-06)
378.152 .... 1398 packets received, 7583 bps, 94.79%, Err 29 (9.6e-06)
383.213 .... 1403 packets received, 7509 bps, 93.87%, Err 30 (9.8e-06)
385.342 .... 1424 packets received, 7580 bps, 94.75%, Err 30 (9.7e-06)
387.467 .... 1432 packets received, 7580 bps, 94.75%, Err 30 (9.7e-06)
389.572 .... 1440 packets received, 7581 bps, 94.77%, Err 30 (9.6e-06)
391.701 .... 1448 packets received, 7582 bps, 94.78%, Err 30 (9.6e-06)
393.791 .... 1456 packets received, 7583 bps, 94.79%, Err 30 (9.5e-06)
395.912 .... 1464 packets received, 7584 bps, 94.80%, Err 30 (9.5e-06)
398.030 .... 1472 packets received, 7585 bps, 94.81%, Err 30 (9.4e-06)
400.127 .... 1480 packets received, 7586 bps, 94.83%, Err 31 (9.7e-06)
404.093 .... 1481 packets received, 7517 bps, 93.96%, Err 31 (9.6e-06)
406.241 .... 1502 packets received, 7583 bps, 94.79%, Err 31 (9.5e-06)
408.417 .... 1510 packets received, 7583 bps, 94.78%, Err 31 (9.5e-06)
410.519 .... 1518 packets received, 7584 bps, 94.80%, Err 31 (9.4e-06)
412.659 .... 1526 packets received, 7584 bps, 94.80%, Err 31 (9.4e-06)
414.758 .... 1534 packets received, 7585 bps, 94.82%, Err 31 (9.4e-06)
416.894 .... 1542 packets received, 7586 bps, 94.82%, Err 31 (9.3e-06)
419.069 .... 1550 packets received, 7585 bps, 94.82%, Err 31 (9.3e-06)
421.182 .... 1558 packets received, 7586 bps, 94.83%, Err 31 (9.2e-06)
423.286 .... 1566 packets received, 7587 bps, 94.84%, Err 31 (9.2e-06)
425.403 .... 1574 packets received, 7588 bps, 94.85%, Err 31 (9.1e-06)
427.500 .... 1582 packets received, 7589 bps, 94.86%, Err 31 (9.1e-06)
429.622 .... 1590 packets received, 7590 bps, 94.87%, Err 31 (9.0e-06)
431.739 .... 1598 packets received, 7590 bps, 94.88%, Err 31 (9.0e-06)
433.855 .... 1606 packets received, 7591 bps, 94.89%, Err 31 (8.9e-06)
435.974 .... 1614 packets received, 7592 bps, 94.90%, Err 31 (8.9e-06)
438.063 .... 1622 packets received, 7593 bps, 94.91%, Err 31 (8.9e-06)
440.188 .... 1630 packets received, 7594 bps, 94.92%, Err 31 (8.8e-06)
442.298 .... 1638 packets received, 7594 bps, 94.93%, Err 31 (8.8e-06)
444.404 .... 1646 packets received, 7595 bps, 94.94%, Err 31 (8.7e-06)
449.180 .... 1650 packets received, 7533 bps, 94.16%, Err 32 (8.9e-06)
451.367 .... 1671 packets received, 7592 bps, 94.90%, Err 33 (9.1e-06)
453.468 .... 1679 packets received, 7593 bps, 94.91%, Err 33 (9.1e-06)
455.572 .... 1687 packets received, 7593 bps, 94.92%, Err 33 (9.1e-06)
457.715 .... 1695 packets received, 7594 bps, 94.92%, Err 33 (9.0e-06)
459.814 .... 1703 packets received, 7595 bps, 94.93%, Err 33 (9.0e-06)
464.030 .... 1705 packets received, 7534 bps, 94.18%, Err 35 (9.4e-06)
466.179 .... 1725 packets received, 7588 bps, 94.85%, Err 35 (9.4e-06)
468.271 .... 1733 packets received, 7589 bps, 94.86%, Err 35 (9.3e-06)
470.366 .... 1741 packets received, 7590 bps, 94.87%, Err 37 (9.8e-06)
474.326 .... 1742 packets received, 7531 bps, 94.13%, Err 37 (9.8e-06)
478.572 .... 1757 packets received, 7528 bps, 94.10%, Err 38 (9.9e-06)
480.682 .... 1778 packets received, 7585 bps, 94.81%, Err 38 (9.9e-06)
482.794 .... 1786 packets received, 7585 bps, 94.82%, Err 38 (9.8e-06)
491.077 .... 1788 packets received, 7466 bps, 93.32%, Err 40 (1.0e-05)
493.256 .... 1823 packets received, 7578 bps, 94.73%, Err 40 (1.0e-05)
495.410 .... 1831 packets received, 7578 bps, 94.73%, Err 40 (1.0e-05)
497.560 .... 1839 packets received, 7578 bps, 94.73%, Err 40 (1.0e-05)
499.721 .... 1847 packets received, 7578 bps, 94.73%, Err 40 (1.0e-05)
505.630 .... 1855 packets received, 7522 bps, 94.03%, Err 41 (1.0e-05)
507.773 .... 1876 packets received, 7575 bps, 94.69%, Err 41 (1.0e-05)
509.874 .... 1884 packets received, 7576 bps, 94.70%, Err 41 (1.0e-05)
511.987 .... 1892 packets received, 7577 bps, 94.71%, Err 41 (1.0e-05)
514.101 .... 1900 packets received, 7577 bps, 94.72%, Err 41 (1.0e-05)
516.223 .... 1908 packets received, 7578 bps, 94.73%, Err 41 (9.9e-06)
520.518 .... 1910 packets received, 7523 bps, 94.04%, Err 42 (1.0e-05)
522.656 .... 1931 packets received, 7575 bps, 94.69%, Err 42 (1.0e-05)
524.750 .... 1939 packets received, 7576 bps, 94.70%, Err 42 (1.0e-05)
526.844 .... 1947 packets received, 7577 bps, 94.71%, Err 42 (1.0e-05)
528.955 .... 1955 packets received, 7578 bps, 94.72%, Err 42 (9.9e-06)
531.110 .... 1963 packets received, 7578 bps, 94.72%, Err 42 (9.9e-06)
533.284 .... 1971 packets received, 7578 bps, 94.72%, Err 42 (9.9e-06)
535.441 .... 1979 packets received, 7578 bps, 94.72%, Err 43 (1.0e-05)
537.612 .... 1987 packets received, 7578 bps, 94.72%, Err 43 (1.0e-05)
542.346 .... 1991 packets received, 7526 bps, 94.08%, Err 44 (1.0e-05)
544.480 .... 2012 packets received, 7576 bps, 94.70%, Err 44 (1.0e-05)
546.616 .... 2020 packets received, 7576 bps, 94.70%, Err 44 (1.0e-05)
550.886 .... 2022 packets received, 7525 bps, 94.06%, Err 46 (1.0e-05)
554.339 .... 2035 packets received, 7526 bps, 94.08%, Err 47 (1.1e-05)
556.728 .... 2043 packets received, 7523 bps, 94.04%, Err 47 (1.1e-05)
558.834 .... 2063 packets received, 7568 bps, 94.60%, Err 47 (1.1e-05)
560.949 .... 2071 packets received, 7569 bps, 94.61%, Err 47 (1.0e-05)
563.054 .... 2079 packets received, 7570 bps, 94.62%, Err 47 (1.0e-05)
565.168 .... 2087 packets received, 7570 bps, 94.63%, Err 47 (1.0e-05)
567.281 .... 2095 packets received, 7571 bps, 94.64%, Err 47 (1.0e-05)
569.479 .... 2103 packets received, 7571 bps, 94.63%, Err 47 (1.0e-05)
571.600 .... 2111 packets received, 7571 bps, 94.64%, Err 47 (1.0e-05)
573.707 .... 2119 packets received, 7572 bps, 94.65%, Err 47 (1.0e-05)
575.830 .... 2127 packets received, 7573 bps, 94.66%, Err 47 (1.0e-05)
577.916 .... 2135 packets received, 7574 bps, 94.67%, Err 47 (1.0e-05)
580.059 .... 2143 packets received, 7574 bps, 94.67%, Err 47 (1.0e-05)
582.154 .... 2151 packets received, 7575 bps, 94.68%, Err 47 (1.0e-05)
584.285 .... 2159 packets received, 7575 bps, 94.69%, Err 47 (1.0e-05)
586.419 .... 2167 packets received, 7575 bps, 94.69%, Err 47 (1.0e-05)
588.581 .... 2175 packets received, 7575 bps, 94.69%, Err 47 (1.0e-05)
593.332 .... 2179 packets received, 7529 bps, 94.11%, Err 48 (1.0e-05)
595.463 .... 2200 packets received, 7574 bps, 94.67%, Err 48 (1.0e-05)
597.562 .... 2208 packets received, 7575 bps, 94.68%, Err 48 (1.0e-05)
605.756 .... 2211 packets received, 7482 bps, 93.53%, Err 51 (1.1e-05)
609.195 .... 2237 packets received, 7528 bps, 94.09%, Err 51 (1.0e-05)
611.310 .... 2257 packets received, 7569 bps, 94.61%, Err 51 (1.0e-05)
613.440 .... 2265 packets received, 7569 bps, 94.61%, Err 51 (1.0e-05)
615.589 .... 2273 packets received, 7569 bps, 94.61%, Err 51 (1.0e-05)
617.724 .... 2281 packets received, 7570 bps, 94.62%, Err 51 (1.0e-05)
619.843 .... 2289 packets received, 7570 bps, 94.63%, Err 51 (1.0e-05)
621.966 .... 2297 packets received, 7571 bps, 94.63%, Err 51 (1.0e-05)
624.074 .... 2305 packets received, 7571 bps, 94.64%, Err 51 (1.0e-05)
626.170 .... 2313 packets received, 7572 bps, 94.65%, Err 51 (1.0e-05)
631.473 .... 2319 packets received, 7528 bps, 94.10%, Err 52 (1.0e-05)
633.565 .... 2340 packets received, 7571 bps, 94.64%, Err 52 (1.0e-05)
635.679 .... 2348 packets received, 7572 bps, 94.64%, Err 52 (1.0e-05)
637.803 .... 2356 packets received, 7572 bps, 94.65%, Err 52 (1.0e-05)
639.920 .... 2364 packets received, 7573 bps, 94.66%, Err 52 (1.0e-05)
642.025 .... 2372 packets received, 7573 bps, 94.67%, Err 52 (1.0e-05)
644.119 .... 2380 packets received, 7574 bps, 94.68%, Err 52 (1.0e-05)
646.239 .... 2388 packets received, 7575 bps, 94.68%, Err 52 (1.0e-05)
651.889 .... 2395 packets received, 7531 bps, 94.14%, Err 53 (1.0e-05)
654.004 .... 2416 packets received, 7572 bps, 94.65%, Err 53 (1.0e-05)
659.864 .... 2424 packets received, 7530 bps, 94.12%, Err 54 (1.0e-05)
662.014 .... 2445 packets received, 7570 bps, 94.63%, Err 54 (1.0e-05)
664.105 .... 2453 packets received, 7571 bps, 94.64%, Err 54 (1.0e-05)
666.250 .... 2461 packets received, 7572 bps, 94.64%, Err 55 (1.0e-05)
670.291 .... 2462 packets received, 7529 bps, 94.11%, Err 55 (1.0e-05)
672.429 .... 2483 packets received, 7569 bps, 94.61%, Err 55 (1.0e-05)
674.558 .... 2491 packets received, 7569 bps, 94.62%, Err 55 (1.0e-05)
676.640 .... 2499 packets received, 7570 bps, 94.63%, Err 55 (1.0e-05)
678.776 .... 2507 packets received, 7571 bps, 94.63%, Err 55 (1.0e-05)
680.877 .... 2515 packets received, 7571 bps, 94.64%, Err 55 (1.0e-05)
686.162 .... 2521 packets received, 7531 bps, 94.14%, Err 56 (1.0e-05)
688.282 .... 2542 packets received, 7570 bps, 94.63%, Err 56 (1.0e-05)
690.410 .... 2550 packets received, 7571 bps, 94.63%, Err 56 (1.0e-05)
692.506 .... 2558 packets received, 7571 bps, 94.64%, Err 56 (1.0e-05)
694.636 .... 2566 packets received, 7572 bps, 94.65%, Err 56 (1.0e-05)
700.045 .... 2572 packets received, 7531 bps, 94.13%, Err 58 (1.0e-05)
703.498 .... 2585 packets received, 7532 bps, 94.14%, Err 58 (1.0e-05)
705.655 .... 2605 packets received, 7567 bps, 94.58%, Err 58 (1.0e-05)
710.506 .... 2609 packets received, 7526 bps, 94.08%, Err 59 (1.0e-05)
712.644 .... 2630 packets received, 7564 bps, 94.55%, Err 59 (1.0e-05)
714.756 .... 2638 packets received, 7565 bps, 94.56%, Err 59 (1.0e-05)
716.879 .... 2646 packets received, 7565 bps, 94.57%, Err 59 (1.0e-05)
718.976 .... 2654 packets received, 7566 bps, 94.58%, Err 59 (1.0e-05)
721.104 .... 2662 packets received, 7566 bps, 94.58%, Err 59 (1.0e-05)
726.111 .... 2667 packets received, 7528 bps, 94.10%, Err 60 (1.0e-05)
728.240 .... 2688 packets received, 7565 bps, 94.57%, Err 61 (1.0e-05)
732.190 .... 2689 packets received, 7527 bps, 94.09%, Err 61 (1.0e-05)
734.296 .... 2710 packets received, 7564 bps, 94.55%, Err 61 (1.0e-05)
736.441 .... 2718 packets received, 7565 bps, 94.56%, Err 61 (1.0e-05)
738.618 .... 2726 packets received, 7564 bps, 94.56%, Err 61 (1.0e-05)
740.735 .... 2734 packets received, 7565 bps, 94.56%, Err 61 (1.0e-05)
742.835 .... 2742 packets received, 7566 bps, 94.57%, Err 61 (1.0e-05)
748.638 .... 2750 packets received, 7529 bps, 94.11%, Err 62 (1.0e-05)
750.762 .... 2771 packets received, 7565 bps, 94.56%, Err 62 (1.0e-05)
752.884 .... 2779 packets received, 7565 bps, 94.57%, Err 62 (1.0e-05)
754.971 .... 2787 packets received, 7566 bps, 94.58%, Err 62 (1.0e-05)
757.091 .... 2795 packets received, 7567 bps, 94.58%, Err 62 (1.0e-05)
759.200 .... 2803 packets received, 7567 bps, 94.59%, Err 62 (1.0e-05)
761.351 .... 2811 packets received, 7567 bps, 94.59%, Err 62 (1.0e-05)
763.524 .... 2819 packets received, 7567 bps, 94.59%, Err 62 (1.0e-05)
765.655 .... 2827 packets received, 7567 bps, 94.59%, Err 62 (1.0e-05)
767.750 .... 2835 packets received, 7568 bps, 94.60%, Err 62 (1.0e-05)
769.879 .... 2843 packets received, 7569 bps, 94.61%, Err 62 (1.0e-05)
772.006 .... 2851 packets received, 7569 bps, 94.61%, Err 62 (1.0e-05)
774.089 .... 2859 packets received, 7570 bps, 94.62%, Err 62 (1.0e-05)
779.475 .... 2865 packets received, 7533 bps, 94.16%, Err 63 (1.0e-05)
784.509 .... 2883 packets received, 7532 bps, 94.15%, Err 64 (1.0e-05)
786.636 .... 2904 packets received, 7566 bps, 94.58%, Err 64 (1.0e-05)
788.807 .... 2912 packets received, 7566 bps, 94.58%, Err 64 (1.0e-05)
790.966 .... 2920 packets received, 7566 bps, 94.58%, Err 64 (1.0e-05)
793.082 .... 2928 packets received, 7567 bps, 94.58%, Err 64 (1.0e-05)
795.207 .... 2936 packets received, 7567 bps, 94.59%, Err 64 (1.0e-05)
797.311 .... 2944 packets received, 7568 bps, 94.59%, Err 65 (1.0e-05)
801.263 .... 2945 packets received, 7533 bps, 94.16%, Err 65 (1.0e-05)
803.401 .... 2966 packets received, 7566 bps, 94.58%, Err 65 (1.0e-05)
805.481 .... 2974 packets received, 7567 bps, 94.59%, Err 65 (1.0e-05)
807.622 .... 2982 packets received, 7567 bps, 94.59%, Err 65 (1.0e-05)
809.755 .... 2990 packets received, 7568 bps, 94.60%, Err 65 (1.0e-05)
811.895 .... 2998 packets received, 7568 bps, 94.60%, Err 65 (1.0e-05)
814.056 .... 3006 packets received, 7568 bps, 94.60%, Err 65 (1.0e-05)
816.150 .... 3014 packets received, 7569 bps, 94.61%, Err 65 (1.0e-05)
818.275 .... 3022 packets received, 7569 bps, 94.61%, Err 65 (9.9e-06)
822.742 .... 3025 packets received, 7535 bps, 94.19%, Err 66 (1.0e-05)
824.931 .... 3046 packets received, 7567 bps, 94.59%, Err 66 (1.0e-05)
827.079 .... 3054 packets received, 7568 bps, 94.59%, Err 66 (1.0e-05)
832.684 .... 3061 packets received, 7534 bps, 94.17%, Err 67 (1.0e-05)
834.817 .... 3082 packets received, 7566 bps, 94.58%, Err 67 (1.0e-05)
836.966 .... 3090 packets received, 7566 bps, 94.58%, Err 67 (1.0e-05)
839.119 .... 3098 packets received, 7566 bps, 94.58%, Err 68 (1.0e-05)
